▶ 검색조건 [ 조회기간: 2019-01-01~2020-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
5889,주인집 딸 - 무삭제판,2020-08-13,1000,0,1000,1,1,1,1,한국,한국,모히또필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
5889,죽고 싶은 인간들의 밤,2020-12-21,1000,0,1000,1,1,1,1,미국,미국,,(주)영화사 안다미로,청소년관람불가,공포(호러),숀 케인,
5889,준코가 가진 회사내 남자들,2019-10-07,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),존 류지,
5889,중년 알바: 젖어드는 불륜의 맛,2020-01-23,1000,0,1000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,요시자와 아키호
5889,중년남과 꿀빠는 온천여관,2019-09-06,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),존 류지,타치바나 유카
5889,중독: 관음증-무삭제판,2019-02-20,1000,0,1000,1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
5889,쥬라기 썬더,2020-09-10,2000,0,2000,1,1,1,1,미국,미국,,(주)더그레이트컴퍼니,15세이상관람가,"액션,SF",,
5889,쥬피터 스타쉽,2020-05-08,1000,0,1000,1,1,1,1,미국,미국,,(유)조이앤시네마,15세이상관람가,SF,에릭 헤이든,랜스 헨릭슨
5889,즙 짜내는 맛집 여사장,2020-04-17,2000,0,2000,1,1,1,1,일본,일본,,(주)플라이어,청소년관람불가,"성인물(에로),드라마",히로아키,호조 마키
5889,지구 최후의 날 2019,2019-06-14,5000,0,5000,1,1,1,1,미국,미국,,(주)소나무픽쳐스,12세이상관람가,"액션,공포(호러),스릴러",달라스 모건,
5889,지구 침공의 날 2019,2019-09-11,5000,0,5000,1,1,1,1,미국,미국,,(주)소나무픽쳐스,청소년관람불가,"SF,액션",토니 조피아,캐롤라인 먼로
5889,지옥행 특급택시,2020-01-27,6000,0,6000,1,1,1,1,미국,미국,,(주)도키엔터테인먼트,15세이상관람가,"SF,액션",,
5889,지점장님과 단둘이 회식,2019-07-06,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),가토 마사키,
5889,지퍼스 크리퍼스 3,,2000,0,2000,1,1,1,1,미국,미국,,(주)퍼스트런,청소년관람불가,"공포(호러),미스터리,액션",빅터 살바,스탠 쇼
5889,직장 부하의 젊은 아내,2019-11-04,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,직장 스와핑:야한 플레이,2019-04-12,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",히이라기 엔부,
5889,직장 여선배와의 하룻밤,2020-03-28,6000,0,6000,1,1,1,1,일본,일본,,(주)빅콘미디어,청소년관람불가,성인물(에로),,미즈타니 아오이
5889,직장 후배의 아내,2019-04-24,6000,0,6000,1,1,1,1,일본,일본,,(주)플라이어,청소년관람불가,드라마,오자키 히로코우지,호시나 아이
5889,직장상사에게 빼앗긴 아내,2020-01-21,6000,0,6000,1,1,1,1,일본,일본,,(주)플라이어,청소년관람불가,"성인물(에로),드라마",오자키 히로코우지,
5889,직장상사와 불륜,2020-03-11,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",아카바네 키쿠지로,
5889,직장애인:부장님 책임져요!,,5000,0,5000,1,1,1,1,한국,한국,솔앤드 주식회사,솔앤드 주식회사,청소년관람불가,성인물(에로),제임스 오,
5889,직장의 맛,,1000,0,1000,1,1,1,1,일본,일본,,(주)빅콘미디어,청소년관람불가,멜로/로맨스,헤이키 치로,
5889,진짜 예쁜 처형과 목욕을,2020-03-02,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,질투난 여친 엄마,2019-05-06,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),산고 코타로,
5889,집에 찾아온 남편의 상사,2020-02-18,6000,0,6000,1,1,1,1,일본,일본,,(주)플라이어,청소년관람불가,"성인물(에로),드라마",,아이카
5889,집주인 물건 빨아주는 세탁가정부,2020-06-10,2000,0,2000,1,1,1,1,일본,일본,,(주)플라이어,청소년관람불가,"성인물(에로),드라마",,
5889,짜릿한 맛: 불륜,2019-04-12,6000,0,6000,1,1,1,1,일본,일본,,(주)플라이어,청소년관람불가,"성인물(에로),드라마",잭 아라이,마시로 안
5889,찌질남인 새아들의 연애상담,2020-02-01,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,착한 누나,2020-03-31,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,
5889,착한 며느리:밤이 외로워,2020-01-03,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",버드맨 텟페이,
5889,착한 며느리:시아버지의 마지막 부탁,2020-03-07,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",사카모토 후토시,
5889,착한 며느리와 시아버지,2019-10-21,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
5889,착한 사촌 여동생,2019-05-03,2000,0,2000,1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
5889,착한 사촌 여동생 무삭제,2019-08-21,1000,0,1000,1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
5889,착한 새누나,2019-06-14,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
5889,착한 숙모 : 삼촌이 출장 간 날,2020-09-06,6000,0,6000,1,1,1,1,한국,한국,뷰소프트,뷰소프트,청소년관람불가,성인물(에로),이대길,
5889,착한 아내 : 남편의 대리만족,2020-09-23,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최찬호,
5889,착한 엄마 3 무삭제,2020-03-03,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,"이채담,이수민"
5889,착한 엄마 친구들,2019-10-04,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
5889,착한 엄마친구 3 무삭제,2020-04-07,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,이채담
5889,착한 여친 : 원하는 체위 다 해드려요,,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,히무 롯쿠,
5889,착한 여친 엄마,2019-08-23,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"멜로/로맨스,드라마",김진수,
5889,착한 유부녀:참을 수 없는 날,2019-07-19,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",히이라기 엔부,
5889,착한 유부녀들,2020-12-21,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),조태호,
5889,착한 장모와 젊은 사위,2019-12-05,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",강정훈,
5889,착한 제수씨,2019-07-01,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
5889,착한 제수씨 - 감독판,2019-10-21,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
5889,착한 처형 : 마지막 여행,2020-08-07,6000,0,6000,1,1,1,1,한국,한국,뷰소프트,뷰소프트,청소년관람불가,성인물(에로),이대길,
5889,착한 친구 누나,2019-08-02,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
5889,착한 친구 누나 무삭제,2019-11-22,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
5889,착한 친구아내 무삭제,2019-05-24,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
5889,착한 형부,2020-08-07,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,한대위,진시아
5889,착한 형수 4 무삭제,2020-03-03,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
5889,착한 형수 5,2020-10-21,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최찬호,
5889,착한 형수 : 두 부부가 이혼한 날,2020-11-23,6000,0,6000,1,1,1,1,한국,한국,뷰소프트,뷰소프트,청소년관람불가,성인물(에로),이대길,
5889,착한 형수 : 두 부부가 이혼한 날 무삭제,2020-11-23,6000,0,6000,1,1,1,1,한국,한국,뷰소프트,뷰소프트,청소년관람불가,성인물(에로),이대길,
5889,착한 형수 : 참을 수 없는 날,2019-08-23,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
5889,착한 형수 : 참을 수 없는 날 무삭제,2019-10-23,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
5889,착한도련님,2020-07-01,5000,0,5000,1,1,1,1,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,기타,최성은,
5889,착한며느리:뜨거운 간호,2020-06-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",버드맨 텟페이,아베노 미쿠
5889,착한아내의 불륜정사,2020-04-28,1000,0,1000,1,1,1,1,일본,일본,,비스킷미디어,청소년관람불가,"성인물(에로),멜로/로맨스",,
5889,착한엄마 무삭제: 아버지의 여자를 탐하다,2019-07-25,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,"이진명,유승택",
5889,착한여자친구-무삭제,2019-04-08,5000,0,5000,1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,장두만,
5889,착한형수의사정,2019-01-11,5000,0,5000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
5889,착한형수의사정-무삭제,2019-03-15,5000,0,5000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
5889,참을 수 없는 아주버님의 맛,2020-10-04,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",토미죠 타로,
5889,참지 못하는 여친의 성욕,2020-01-17,1000,0,1000,1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,박은석,
5889,참한 누나 - 무삭제,2020-04-03,5000,0,5000,1,1,1,1,한국,한국,(주)디에이치미디어,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,왕지방,
5889,채팅남과 리얼섹스,2019-04-05,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,고바야시 이치로,
5889,채팅앱-누나의맛,2019-11-22,5000,0,5000,1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,천성준,
5889,채팅앱-누나의맛-무삭제,2020-01-31,5000,0,5000,1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,천성준,"김수지,배유정"
5889,처음 본 새엄마와 눈이 맞아서,2019-12-06,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,처음이 아닌 신혼 스와핑,2019-03-04,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),다나카 켄타로,
5889,처제길들이기,2020-12-11,6000,0,6000,1,1,1,1,한국,한국,주식회사 패콘,(주)룬컴퍼니,청소년관람불가,성인물(에로),패콘,
5889,"처제는, 처제와, 처제의...(무삭제판)",2019-08-26,1000,0,1000,1,1,1,1,한국,한국,(주)마이애미미디어,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,"설영,아리,민도윤"
5889,처제와 형수들,2019-01-11,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
5889,처제와 형수들 (감독판),2019-03-08,5000,0,5000,1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
5889,처제와의 정사 무삭제,2019-05-28,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
5889,처제의 비밀-무삭제,2020-05-19,6000,0,6000,1,1,1,1,한국,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",최재후,조완진
5889,처제의 순결,2020-10-21,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,한대위,
5889,처제의 일기 - 무삭제판,2020-05-20,1000,0,1000,1,1,1,1,한국,한국,모히또필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
5889,처제중독,2020-06-19,2000,0,2000,1,1,1,1,한국,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,
5889,처형과의 1박2일,2020-01-06,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,처형에게 넘어간 유혹,2019-04-08,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),카니에,
5889,처형의 맛,2019-12-26,6000,0,6000,1,1,1,1,일본,일본,,(주)플라이어,청소년관람불가,"성인물(에로),드라마",오자키 히로코우지,하타노 유이
5889,처형의 유혹,2020-07-07,6000,0,6000,1,1,1,1,일본,일본,,(주)빅콘미디어,청소년관람불가,기타,핫시이,하나사키 이안
5889,천박한누나 무삭제판,2019-09-24,5000,0,5000,1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
5889,철저하게 더렵혀진 유부녀,2020-02-01,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,첫경험 2 - 무삭제판,2019-11-19,1000,0,1000,1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
5889,첫경험 3 - 무삭제판,2020-04-01,2000,0,2000,1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
5889,첫번째 불륜의 유부녀,2019-09-03,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),나카야마 켄지,
5889,첫섹스만50번째,2020-07-25,2000,0,2000,1,1,1,1,한국,한국,P&미디어,P&미디어,청소년관람불가,멜로/로맨스,김레이,
5889,청순한 알바녀,2019-11-27,6000,0,6000,1,1,1,1,일본,일본,,(주)플라이어,청소년관람불가,"성인물(에로),드라마",에코다 본타,아이카
5889,청초한 육덕 아내와 집주인,2020-03-29,6000,0,6000,1,1,1,1,일본,일본,,(주)빅콘미디어,청소년관람불가,성인물(에로),,
5889,체크 메이트 캅,2019-04-18,1000,0,1000,1,1,1,1,미국,미국,,(주)케이알씨지,15세이상관람가,액션,알렉스 매소네트,"팻 조,알렉스 매소네트"
5889,초거유 새엄마가 등장!,2020-03-02,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,초거유 친구엄마는 사춘기,2020-03-02,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,초거유 히나타짱 - 기억소실,2020-04-03,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
5889,초고속 핫팬츠로드,2019-01-31,1000,0,1000,1,1,1,1,일본,일본,,(유)조이앤시네마,15세이상관람가,멜로/로맨스,나츠메 다이이치,
5889,초대남:아내에게 바친 대물,2019-07-18,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,토미죠 타로,
5889,초대녀 2 - 무삭제판,2019-03-18,1000,0,1000,1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
5889,초육식계 여상사의 압박,2020-03-02,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),,
